assembly_accession,protein_id,query,query_id,label
GCA_000010525.1,BAF86517.1,RuvB_N,PF05496.12,holliday-junction-DNA-helicase
GCA_000010525.1,BAF88525.1,RuvB_N,PF05496.12,AAA-ATPase
GCA_000010525.1,BAF87593.1,RuvB_N,PF05496.12,AAA-ATPase
GCA_000010525.1,BAF87607.1,RuvB_N,PF05496.12,ATP-dependent-Clp-protease-ATP-binding-subunit
GCA_000010525.1,BAF86140.1,RuvB_N,PF05496.12,ATPase
GCA_000010525.1,BAF90198.1,RuvB_N,PF05496.12,AAA-ATPase
GCA_000010525.1,BAF86219.1,RuvB_N,PF05496.12,heat-shock-protein
GCA_000010525.1,BAF86511.1,RuvC,PF02075.17,crossover-junction-endodeoxyribonuclease
GCA_000010525.1,BAF88838.1,RuvX,PF03652.15,holliday-junction-resolvase
GCA_000010525.1,BAF86928.1,rve,PF00665.26,transposase
GCA_000010525.1,BAF90416.1,rve,PF00665.26,transposase
GCA_000010525.1,BAF89799.1,rve,PF00665.26,transposase
GCA_000010525.1,BAF89843.1,rve,PF00665.26,putative-insertion-sequence-transposase-protein
GCA_000010525.1,BAF89876.1,rve,PF00665.26,putative-transposase
GCA_000010525.1,BAF86215.1,rve,PF00665.26,integrase
GCA_000010525.1,BAF87288.1,rve,PF00665.26,transposase
GCA_000010525.1,BAF87929.1,rve,PF00665.26,transposase
GCA_000010525.1,BAF89260.1,rve,PF00665.26,integrase
GCA_000010525.1,BAF88126.1,rve,PF00665.26,transposase-protein-A
GCA_000010525.1,BAF89250.1,rve,PF00665.26,putative-transposase
GCA_000010525.1,BAF89853.1,rve_2,PF13333.6,putative-transposase-and-inactivated-derivative
GCA_000010525.1,BAF86215.1,rve_3,PF13683.6,integrase
GCA_000010525.1,BAF87288.1,rve_3,PF13683.6,transposase
GCA_000010525.1,BAF87929.1,rve_3,PF13683.6,transposase
GCA_000010525.1,BAF89260.1,rve_3,PF13683.6,integrase
GCA_000010525.1,BAF89876.1,rve_3,PF13683.6,putative-transposase
GCA_000010525.1,BAF89799.1,rve_3,PF13683.6,transposase
GCA_000010525.1,BAF89843.1,rve_3,PF13683.6,putative-insertion-sequence-transposase-protein
GCA_000010525.1,BAF89853.1,rve_3,PF13683.6,putative-transposase-and-inactivated-derivative
GCA_000010525.1,BAF86928.1,rve_3,PF13683.6,transposase
GCA_000010525.1,BAF90416.1,rve_3,PF13683.6,transposase
GCA_000010525.1,BAF89250.1,rve_3,PF13683.6,putative-transposase
GCA_000010525.1,BAF86012.1,S-AdoMet_synt_C,PF02773.16,S-adenosylmethionine-synthetase
GCA_000010525.1,BAF86012.1,S-AdoMet_synt_M,PF02772.16,S-adenosylmethionine-synthetase
GCA_000010525.1,BAF86012.1,S-AdoMet_synt_N,PF00438.20,S-adenosylmethionine-synthetase
GCA_000010525.1,BAF90339.1,S-methyl_trans,PF02574.16,5-methyltetrahydrofolate-homocysteine-methyltransferase
GCA_000010525.1,BAF89717.1,S1,PF00575.23,ribosomal-protein-S1
GCA_000010525.1,BAF86100.1,S1,PF00575.23,RNA-binding-S1-protein
GCA_000010525.1,BAF86061.1,S1,PF00575.23,polyribonucleotide-nucleotidyltransferase
GCA_000010525.1,BAF87857.1,S1,PF00575.23,3'-5'-exoribonuclease
GCA_000010525.1,BAF86016.1,S1,PF00575.23,transcription-termination-factor
GCA_000010525.1,BAF89625.1,S1,PF00575.23,ribonuclease-E-and-G
GCA_000010525.1,BAF86872.1,S1-P1_nuclease,PF02265.16,endonuclease
GCA_000010525.1,BAF89717.1,S1_2,PF13509.6,ribosomal-protein-S1
GCA_000010525.1,BAF88222.1,S4,PF01479.25,ribosomal-protein-S4
GCA_000010525.1,BAF88388.1,S4,PF01479.25,pseudouridine-synthase
GCA_000010525.1,BAF86229.1,S4,PF01479.25,RNA-binding-S4-protein
GCA_000010525.1,BAF89106.1,S4,PF01479.25,hemolysin-A
GCA_000010525.1,BAF90252.1,S4,PF01479.25,pseudouridine-synthase
GCA_000010525.1,BAF89617.1,S4,PF01479.25,tyrosyl-tRNA-synthetase
GCA_000010525.1,BAF88522.1,S4,PF01479.25,pseudouridine-synthase
GCA_000010525.1,BAF86294.1,Sacchrp_dh_C,PF16653.5,homospermidine-synthase
GCA_000010525.1,BAF86813.1,Sacchrp_dh_C,PF16653.5,putative-saccharopine-dehydrogenase
GCA_000010525.1,BAF86294.1,Sacchrp_dh_NADP,PF03435.18,homospermidine-synthase
GCA_000010525.1,BAF86813.1,Sacchrp_dh_NADP,PF03435.18,putative-saccharopine-dehydrogenase
GCA_000010525.1,BAF89080.1,Sacchrp_dh_NADP,PF03435.18,putative-TRK-system-potassium-uptake-protein
GCA_000010525.1,BAF89338.1,SAF,PF08666.12,altronate-hydrolase
GCA_000010525.1,BAF89276.1,SAF,PF08666.12,altronate-hydrolase
GCA_000010525.1,BAF88634.1,SAF,PF08666.12,galactarate-dehydratase
GCA_000010525.1,BAF87892.1,SAF,PF08666.12,putative-homoserine-dehydrogenase
GCA_000010525.1,BAF88226.1,SAICAR_synt,PF01259.18,SAICAR-synthetase
GCA_000010525.1,BAF89458.1,SATase_N,PF06426.14,serine-O-acetyltransferase
GCA_000010525.1,BAF89386.1,SATase_N,PF06426.14,serine-O-acetyltransferase
GCA_000010525.1,BAF88773.1,SBD_N,PF07005.11,type-III-effector-Hrp-dependent-outer-protein
GCA_000010525.1,BAF88684.1,SBD_N,PF07005.11,type-III-effector-Hrp-dependent-outer-protein
GCA_000010525.1,BAF86172.1,SBD_N,PF07005.11,hypothetical-protein-AZC_0174
GCA_000010525.1,BAF88938.1,SBF,PF01758.16,putative-Na+-dependent-transporter
GCA_000010525.1,BAF88938.1,SBF_like,PF13593.6,putative-Na+-dependent-transporter
GCA_000010525.1,BAF87473.1,SbmA_BacA,PF05992.12,ABC-transporter-like-protein
GCA_000010525.1,BAF90392.1,SBP_bac_1,PF01547.25,putative-sn-glycerol-3-phosphate-transport-periplasmic-binding-protein
GCA_000010525.1,BAF86920.1,SBP_bac_1,PF01547.25,sulfate-ABC-transporter
GCA_000010525.1,BAF87463.1,SBP_bac_1,PF01547.25,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88455.1,SBP_bac_1,PF01547.25,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF88092.1,SBP_bac_1,PF01547.25,ABC-transport-system-substrate-binding-exported-protein
GCA_000010525.1,BAF87229.1,SBP_bac_1,PF01547.25,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86300.1,SBP_bac_1,PF01547.25,thiosulphate-binding-protein
GCA_000010525.1,BAF88366.1,SBP_bac_1,PF01547.25,molybdenum-ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF87800.1,SBP_bac_1,PF01547.25,ABC-opine/polyamine-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF87969.1,SBP_bac_1,PF01547.25,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86780.1,SBP_bac_1,PF01547.25,putative-periplasmic-solute-binding-protein
GCA_000010525.1,BAF88473.1,SBP_bac_1,PF01547.25,extracellular-solute-binding-protein
GCA_000010525.1,BAF87990.1,SBP_bac_1,PF01547.25,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF88243.1,SBP_bac_1,PF01547.25,iron-compound-ABC-transporter-periplasmic-iron-compound-binding-protein
GCA_000010525.1,BAF87635.1,SBP_bac_1,PF01547.25,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89356.1,SBP_bac_1,PF01547.25,putative-ABC-type-molybdate-transport-system-periplasmic-component
GCA_000010525.1,BAF86920.1,SBP_bac_11,PF13531.6,sulfate-ABC-transporter
GCA_000010525.1,BAF88366.1,SBP_bac_11,PF13531.6,molybdenum-ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF86300.1,SBP_bac_11,PF13531.6,thiosulphate-binding-protein
GCA_000010525.1,BAF89356.1,SBP_bac_11,PF13531.6,putative-ABC-type-molybdate-transport-system-periplasmic-component
GCA_000010525.1,BAF86877.1,SBP_bac_11,PF13531.6,ABC-type-molybdate-transport-system-periplasmic-component
GCA_000010525.1,BAF87229.1,SBP_bac_11,PF13531.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88092.1,SBP_bac_11,PF13531.6,ABC-transport-system-substrate-binding-exported-protein
GCA_000010525.1,BAF86780.1,SBP_bac_11,PF13531.6,putative-periplasmic-solute-binding-protein
GCA_000010525.1,BAF87635.1,SBP_bac_11,PF13531.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87990.1,SBP_bac_11,PF13531.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF87969.1,SBP_bac_11,PF13531.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87800.1,SBP_bac_11,PF13531.6,ABC-opine/polyamine-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF88722.1,SBP_bac_11,PF13531.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88243.1,SBP_bac_11,PF13531.6,iron-compound-ABC-transporter-periplasmic-iron-compound-binding-protein
GCA_000010525.1,BAF88461.1,SBP_bac_11,PF13531.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF88455.1,SBP_bac_11,PF13531.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF87463.1,SBP_bac_11,PF13531.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89341.1,SBP_bac_11,PF13531.6,ABC-transporter-periplasmic-substrate-binding-protein
GCA_000010525.1,BAF88070.1,SBP_bac_3,PF00497.20,ABC-type-amino-acid-transport
GCA_000010525.1,BAF88482.1,SBP_bac_3,PF00497.20,amino-acid-ABC-transporter-solute-binding-protein
GCA_000010525.1,BAF89278.1,SBP_bac_3,PF00497.20,extracellular-solute-binding-protein
GCA_000010525.1,BAF88613.1,SBP_bac_3,PF00497.20,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF90405.1,SBP_bac_3,PF00497.20,putative-ABC-transporter-periplasmic-solute-binding-protein
GCA_000010525.1,BAF90130.1,SBP_bac_3,PF00497.20,putative-amino-acid-ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87449.1,SBP_bac_3,PF00497.20,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86240.1,SBP_bac_3,PF00497.20,extracellular-solute-binding-protein
GCA_000010525.1,BAF86376.1,SBP_bac_3,PF00497.20,extracellular-solute-binding-protein
GCA_000010525.1,BAF88733.1,SBP_bac_3,PF00497.20,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88408.1,SBP_bac_3,PF00497.20,putative-soluble-lytic-transglycosylase
GCA_000010525.1,BAF88680.1,SBP_bac_3,PF00497.20,extracellular-solute-binding-protein
GCA_000010525.1,BAF89868.1,SBP_bac_3,PF00497.20,putative-amino-acid-ABC-transporter-periplasmic-solute-binding-protein
GCA_000010525.1,BAF87925.1,SBP_bac_3,PF00497.20,putative-amino-acid-ABC-transporter-periplasmic-amino-acid-binding-protein
GCA_000010525.1,BAF87834.1,SBP_bac_3,PF00497.20,polar-amino-acid-uptake-family-ABC-transporter-periplasmic-substrate--binding-protein
GCA_000010525.1,BAF86726.1,SBP_bac_3,PF00497.20,amino-acid-ABC-transporter-permease-protein
GCA_000010525.1,BAF86814.1,SBP_bac_3,PF00497.20,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87583.1,SBP_bac_3,PF00497.20,extracellular-solute-binding-protein
GCA_000010525.1,BAF86954.1,SBP_bac_3,PF00497.20,extracellular-solute-binding-protein
GCA_000010525.1,BAF86976.1,SBP_bac_3,PF00497.20,ABC-amino-acid-transporter-periplasmic-ligand-binding-protein
GCA_000010525.1,BAF89158.1,SBP_bac_3,PF00497.20,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89175.1,SBP_bac_3,PF00497.20,putative-sulfate-ester-transport-system-substrate-binding-protein-precursor
GCA_000010525.1,BAF88500.1,SBP_bac_3,PF00497.20,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89161.1,SBP_bac_3,PF00497.20,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88359.1,SBP_bac_3,PF00497.20,ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF87055.1,SBP_bac_3,PF00497.20,phosphonate-binding-periplasmic-protein
GCA_000010525.1,BAF89897.1,SBP_bac_3,PF00497.20,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88993.1,SBP_bac_5,PF00496.22,ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF88043.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88911.1,SBP_bac_5,PF00496.22,ABC-type-dipeptide-transport-periplasmic-component
GCA_000010525.1,BAF88657.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88696.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86810.1,SBP_bac_5,PF00496.22,peptide-ABC-transporter-periplasmic-peptide-binding-protein
GCA_000010525.1,BAF86775.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88653.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87957.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89644.1,SBP_bac_5,PF00496.22,putative-peptide-transport-system-substrate-binding-protein
GCA_000010525.1,BAF88624.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87509.1,SBP_bac_5,PF00496.22,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF88623.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89039.1,SBP_bac_5,PF00496.22,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF86133.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87984.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86774.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86021.1,SBP_bac_5,PF00496.22,putative-oligopeptide-ABC-transporter
GCA_000010525.1,BAF88078.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89777.1,SBP_bac_5,PF00496.22,putative-extracellular-solute-binding-protein
GCA_000010525.1,BAF88013.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86132.1,SBP_bac_5,PF00496.22,putative-ABC-transporter-solute-binding-protein-precursor
GCA_000010525.1,BAF87552.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87221.1,SBP_bac_5,PF00496.22,putative-binding-protein-component-of-ABC-transporter
GCA_000010525.1,BAF88027.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88735.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87869.1,SBP_bac_5,PF00496.22,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86780.1,SBP_bac_6,PF13343.6,putative-periplasmic-solute-binding-protein
GCA_000010525.1,BAF87990.1,SBP_bac_6,PF13343.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF87969.1,SBP_bac_6,PF13343.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87635.1,SBP_bac_6,PF13343.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87800.1,SBP_bac_6,PF13343.6,ABC-opine/polyamine-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF87229.1,SBP_bac_6,PF13343.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88092.1,SBP_bac_6,PF13343.6,ABC-transport-system-substrate-binding-exported-protein
GCA_000010525.1,BAF88455.1,SBP_bac_6,PF13343.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF88461.1,SBP_bac_6,PF13343.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF88243.1,SBP_bac_6,PF13343.6,iron-compound-ABC-transporter-periplasmic-iron-compound-binding-protein
GCA_000010525.1,BAF87463.1,SBP_bac_6,PF13343.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88722.1,SBP_bac_6,PF13343.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88473.1,SBP_bac_6,PF13343.6,extracellular-solute-binding-protein
GCA_000010525.1,BAF86300.1,SBP_bac_6,PF13343.6,thiosulphate-binding-protein
GCA_000010525.1,BAF86920.1,SBP_bac_6,PF13343.6,sulfate-ABC-transporter
GCA_000010525.1,BAF90392.1,SBP_bac_8,PF13416.6,putative-sn-glycerol-3-phosphate-transport-periplasmic-binding-protein
GCA_000010525.1,BAF88473.1,SBP_bac_8,PF13416.6,extracellular-solute-binding-protein
GCA_000010525.1,BAF88455.1,SBP_bac_8,PF13416.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF88461.1,SBP_bac_8,PF13416.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF87463.1,SBP_bac_8,PF13416.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF90207.1,SBP_bac_8,PF13416.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF87229.1,SBP_bac_8,PF13416.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87800.1,SBP_bac_8,PF13416.6,ABC-opine/polyamine-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF89341.1,SBP_bac_8,PF13416.6,ABC-transporter-periplasmic-substrate-binding-protein
GCA_000010525.1,BAF87969.1,SBP_bac_8,PF13416.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86780.1,SBP_bac_8,PF13416.6,putative-periplasmic-solute-binding-protein
GCA_000010525.1,BAF87990.1,SBP_bac_8,PF13416.6,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF87635.1,SBP_bac_8,PF13416.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88722.1,SBP_bac_8,PF13416.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88243.1,SBP_bac_8,PF13416.6,iron-compound-ABC-transporter-periplasmic-iron-compound-binding-protein
GCA_000010525.1,BAF89013.1,Sbt_1,PF05982.12,protein-of-unknown-function
GCA_000010525.1,BAF86364.1,sCache_3_2,PF17203.4,putative-histidine-kinase
GCA_000010525.1,BAF86364.1,sCache_3_3,PF17202.4,putative-histidine-kinase
GCA_000010525.1,BAF86374.1,SCO1-SenC,PF02630.14,putative-inner-mitochondrial-membrane-protein-Sco1p-precursor
GCA_000010525.1,BAF87337.1,SCO1-SenC,PF02630.14,electron-transport-SCO1/SenC-protein
GCA_000010525.1,BAF88973.1,SCP2,PF02036.17,putative-sterol-carrier-protein
GCA_000010525.1,BAF87279.1,SCP2,PF02036.17,4Fe-4S-binding-domain-protein
GCA_000010525.1,BAF87301.1,SCP2,PF02036.17,metallo-beta-lactamase-superfamily-protein
GCA_000010525.1,BAF89070.1,ScsC_N,PF18312.1,putative-outer-membrane-protein-precursor
GCA_000010525.1,BAF89012.1,SDF,PF00375.18,C4-dicarboxylate-transport-protein
GCA_000010525.1,BAF89351.1,SDF,PF00375.18,C4-dicarboxylate-transport-protein
GCA_000010525.1,BAF87323.1,SDF,PF00375.18,C4-dicarboxylate-transporter
GCA_000010525.1,BAF88671.1,SDF,PF00375.18,C4-dicarboxylate-transport-protein
GCA_000010525.1,BAF87218.1,Sdh5,PF03937.16,uncharacterized-conserved-protein
GCA_000010525.1,BAF89048.1,SDH_alpha,PF03313.15,L-serine-dehydratase
GCA_000010525.1,BAF89874.1,SDH_alpha,PF03313.15,L-serine-dehydratase-1
GCA_000010525.1,BAF89874.1,SDH_beta,PF03315.15,L-serine-dehydratase-1
GCA_000010525.1,BAF89048.1,SDH_beta,PF03315.15,L-serine-dehydratase
GCA_000010525.1,BAF86001.1,SDH_C,PF18317.1,quinate-shikimate-5-dehydrogenase
GCA_000010525.1,BAF89741.1,Sdh_cyt,PF01127.22,succinate-dehydrogenase-cytochrome-b-556-subunit
GCA_000010525.1,BAF89742.1,Sdh_cyt,PF01127.22,succinate-dehydrogenase-hydrophobic-membrane-anchor-protein
GCA_000010525.1,BAF89715.1,SDH_sah,PF01972.16,peptidase-S49-protein
GCA_000010525.1,BAF86900.1,SDH_sah,PF01972.16,periplasmic-serine-protease
GCA_000010525.1,BAF90227.1,SE,PF08491.10,ubiquinone-biosynthesis-hydroxylase
GCA_000010525.1,BAF87153.1,Se-cys_synth_N,PF12390.8,L-seryl-tRNA-selenium-transferase
GCA_000010525.1,BAF89305.1,SEC-C,PF02810.15,preprotein-translocase
GCA_000010525.1,BAF89305.1,SecA_DEAD,PF07517.14,preprotein-translocase
GCA_000010525.1,BAF89305.1,SecA_PP_bind,PF01043.20,preprotein-translocase
GCA_000010525.1,BAF89305.1,SecA_SW,PF07516.13,preprotein-translocase
GCA_000010525.1,BAF90670.1,SecB,PF02556.14,protein-export-chaperone
GCA_000010525.1,BAF88891.1,SecD_SecF,PF02355.16,SecF-protein
GCA_000010525.1,BAF88892.1,SecD_SecF,PF02355.16,SecD-export-membrane-protein
GCA_000010525.1,BAF87575.1,SecD_SecF,PF02355.16,putative-RND-efflux-transporter-precursor
GCA_000010525.1,BAF87361.1,SecD_SecF,PF02355.16,RND-efflux-transporter-precursor
GCA_000010525.1,BAF88665.1,SecD_SecF,PF02355.16,hydrophobe/amphiphile-efflux-1
GCA_000010525.1,BAF89303.1,SecD_SecF,PF02355.16,hydrophobe/amphiphile-efflux-1
GCA_000010525.1,BAF88429.1,SecD_SecF,PF02355.16,cation/multidrug-efflux-pump
GCA_000010525.1,BAF89908.1,SecD_SecF,PF02355.16,hydrophobe/amphiphile-efflux-1
GCA_000010525.1,BAF86879.1,SecE,PF00584.20,putative-translocation-complex-protein
GCA_000010525.1,BAF89066.1,SecG,PF03840.14,preprotein-translocase-SecG-subunit
GCA_000010525.1,BAF88532.1,SecY,PF00344.20,preprotein-translocase-secY-subunit
GCA_000010525.1,BAF88891.1,Sec_GG,PF07549.14,SecF-protein
GCA_000010525.1,BAF88892.1,Sec_GG,PF07549.14,SecD-export-membrane-protein
GCA_000010525.1,BAF86497.1,Sel1,PF08238.12,sel1-like-repeat-protein
GCA_000010525.1,BAF87152.1,Sel1,PF08238.12,sel1-like-repeat-protein
GCA_000010525.1,BAF88812.1,Sel1,PF08238.12,putative-exopolysaccharide-regulatory-protein
GCA_000010525.1,BAF86510.1,Sel1,PF08238.12,putative-sel1-like-repeat-protein
GCA_000010525.1,BAF87153.1,SelA,PF03841.13,L-seryl-tRNA-selenium-transferase
GCA_000010525.1,BAF87151.1,SelB-wing_2,PF09106.11,translation-elongation-factor
GCA_000010525.1,BAF87151.1,SelB-wing_3,PF09107.11,translation-elongation-factor
GCA_000010525.1,BAF87083.1,SelR,PF01641.18,methionine-sulfoxide-reductase-B
GCA_000010525.1,BAF89729.1,Semialdhyde_dh,PF01118.24,aspartate-semialdehyde-dehydrogenase
GCA_000010525.1,BAF88509.1,Semialdhyde_dh,PF01118.24,N-acetyl-gamma-glutamyl-phosphate-reductase
GCA_000010525.1,BAF87006.1,Semialdhyde_dh,PF01118.24,N-acetyl-gamma-glutamyl-phosphate-reductase
GCA_000010525.1,BAF89729.1,Semialdhyde_dhC,PF02774.18,aspartate-semialdehyde-dehydrogenase
GCA_000010525.1,BAF88509.1,Semialdhyde_dhC,PF02774.18,N-acetyl-gamma-glutamyl-phosphate-reductase
GCA_000010525.1,BAF87006.1,Semialdhyde_dhC,PF02774.18,N-acetyl-gamma-glutamyl-phosphate-reductase
GCA_000010525.1,BAF90064.1,Sensor_TM1,PF13755.6,histidine-kinase
GCA_000010525.1,BAF87737.1,Seryl_tRNA_N,PF02403.22,"seryl-tRNA-synthetase,-class-IIa"
GCA_000010525.1,BAF87905.1,Ser_hydrolase,PF06821.13,acetoin-dehydrogenase-complex-E2-component-protein
GCA_000010525.1,BAF90236.1,SfsA,PF03749.13,sugar-fermentation-stimulation-protein
GCA_000010525.1,BAF90236.1,SfsA_N,PF17746.1,sugar-fermentation-stimulation-protein
GCA_000010525.1,BAF87555.1,SGL,PF08450.12,gluconolactonase
GCA_000010525.1,BAF86588.1,SGL,PF08450.12,putative-gluconolactonase
GCA_000010525.1,BAF86277.1,SH3_16,PF18348.1,cell-wall-associated-hydrolase
GCA_000010525.1,BAF86235.1,SH3_3,PF08239.11,protein-of-unknown-function
GCA_000010525.1,BAF87776.1,SH3_3,PF08239.11,putative-uncharacterized-protein
GCA_000010525.1,BAF88224.1,SH3_3,PF08239.11,unknown-protein
GCA_000010525.1,BAF86235.1,SH3_4,PF06347.13,protein-of-unknown-function
GCA_000010525.1,BAF87776.1,SH3_4,PF06347.13,putative-uncharacterized-protein
GCA_000010525.1,BAF88008.1,Shikimate_DH,PF01488.20,ornithine-cyclodeaminase
GCA_000010525.1,BAF86001.1,Shikimate_DH,PF01488.20,quinate-shikimate-5-dehydrogenase
GCA_000010525.1,BAF89354.1,Shikimate_DH,PF01488.20,putative-dehydrogenase
GCA_000010525.1,BAF87451.1,Shikimate_DH,PF01488.20,shikimate-dehydrogenase-family-protein
GCA_000010525.1,BAF89080.1,Shikimate_DH,PF01488.20,putative-TRK-system-potassium-uptake-protein
GCA_000010525.1,BAF86001.1,Shikimate_dh_N,PF08501.11,quinate-shikimate-5-dehydrogenase
GCA_000010525.1,BAF87451.1,Shikimate_dh_N,PF08501.11,shikimate-dehydrogenase-family-protein
GCA_000010525.1,BAF87920.1,ShlB,PF03865.13,putative-hemolysin-activation/secretion-protein
GCA_000010525.1,BAF87259.1,SHMT,PF00464.19,glycine-hydroxymethyltransferase
GCA_000010525.1,BAF89049.1,SHMT,PF00464.19,serine-hydroxymethyltransferase
GCA_000010525.1,BAF90561.1,SHS2_FTSA,PF02491.20,cell-division-protein
GCA_000010525.1,BAF86757.1,Sigma54_activat,PF00158.26,transcriptional-regulator
GCA_000010525.1,BAF87047.1,Sigma54_activat,PF00158.26,Nif-specific-regulatory-protein
GCA_000010525.1,BAF87651.1,Sigma54_activat,PF00158.26,Fis-type-precursor
GCA_000010525.1,BAF89084.1,Sigma54_activat,PF00158.26,nitrogen-assimilation-regulatory-protein-ntrC
GCA_000010525.1,BAF89010.1,Sigma54_activat,PF00158.26,two-component-response-regulator
GCA_000010525.1,BAF89211.1,Sigma54_activat,PF00158.26,sigma-54-factor
GCA_000010525.1,BAF87909.1,Sigma54_activat,PF00158.26,transcriptional-regulator
GCA_000010525.1,BAF86607.1,Sigma54_activat,PF00158.26,HoxA-protein
GCA_000010525.1,BAF86124.1,Sigma54_activat,PF00158.26,Fis-type-transcriptional-regulator
GCA_000010525.1,BAF88922.1,Sigma54_activat,PF00158.26,sigma54-specific-transcriptional-regulator
GCA_000010525.1,BAF89081.1,Sigma54_activat,PF00158.26,nitrogen-assimilation-regulatory-protein-ntrX
GCA_000010525.1,BAF87593.1,Sigma54_activat,PF00158.26,AAA-ATPase
GCA_000010525.1,BAF90198.1,Sigma54_activat,PF00158.26,AAA-ATPase
GCA_000010525.1,BAF88585.1,Sigma54_activat,PF00158.26,ATPase
GCA_000010525.1,BAF90340.1,Sigma54_activat,PF00158.26,Mg-chelatase-related-protein
